None,Lucera Women Silver Ring,http://www.myntra.com/Ring/Lucera/Lucera-Women-Silver-Ring/49021/buy,Rs. 3,350,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Women-Silver-Ring_9922194a31e111b9eb205aaeb451b47a_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Ring/Lucera/Lucera-Women-Silver-Ring/49021/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p><strong>Style Note</strong><br/>Add a sophisticated polish to your minimalist look this season with this <a href="../lucera-ring">lucera ring</a>. Styled to refine your ensemble, don't save it just for the special dates - wear this with your <a href="../denim">denim</a> and tee staples too. Up the style bar with this lovely piece and style it with tonal <a href="../accessories">accessories</a>.         <br/><br/><strong>Product Details</strong><br/>Wide silver band that's braodest at the front<br/>Diamond shaped centre pattern with white stone insets and silver stud details<br/><br/><strong>Material and Care</strong><br/>Silver, CZ diamonds<br/>Wipe with a cotton swab to remove dust</p></li></ul>,26:02:2014,None
None,Lucera Silver Bangle,http://www.myntra.com/Bangle/Lucera/Lucera-Silver-Bangle/59555/buy,Rs. 6,950,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Silver-Bangle_a641610d67ff68d95487c6121185c597_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Bangle/Lucera/Lucera-Silver-Bangle/59555/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Lucera, or luminous star in Spanish, is designed for fashionistas who like to shine! Lucera fashion jewellery offers contemporary designs to complement the various moods of the modern and fashion conscious woman of today.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver <a href="../bracelet">bracelet</a> with encrusted CZ diamonds in a flower shape on top<br/> Has an insert clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Silver, CZ diamonds<br/> Wipe with soft cloth to maintain shine and keep away dust and dirt</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Diameter of bracelet: 6 cm</p></li></ul>,26:02:2014,None
None,Lucera Silver Ring,http://www.myntra.com/Ring/Lucera/Lucera-Silver-Ring/59459/buy,Rs. 6,875,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Silver-Ring_13e5c266f4cd8c1cb2cfe150b0567bc1_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Ring/Lucera/Lucera-Silver-Ring/59459/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Lucera, or &amp;   lsquo luminous star&amp;   rsquo  in Spanish, is designed for fashionistas who like to shine! Lucera fashion jewellery offers contemporary designs to complement the various moods of the modern and fashion conscious woman of today. Add a sophisticated polish to your minimalist look this season with this Lucera ring. Up the style bar with this trendy piece and style it with tonal accessories.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver band with encrusted CZ diamonds and a black inset on top</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Silver, CZ diamonds<br/> Wipe with a cotton swab to remove dust</p></li></ul>,26:02:2014,None
None,Lucera Silver Earrings,http://www.myntra.com/Earrings/Lucera/Lucera-Silver-Earrings/59529/buy,Rs. 2,500,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Silver-Earrings_f18223f4935783c2b28f28680bf423db_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Lucera/Lucera-Silver-Earrings/59529/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Lucera, or 'luminous star'  in Spanish, is designed for fashionistas who like to shine! Lucera fashion jewellery offers contemporary designs to complement the various moods of the modern and fashion conscious woman of today. What makes these earrings a must buy is the fact that these earrings are easily paired and will match most of the outfits in your wardrobe in elegance and style.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Long silver earring with encrusted CZ diamonds<br/> Post and back closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Silver and CZ Diamonds<br/> Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of earring: 2.5 cm</p></li></ul>,26:02:2014,None
None,Lucera Silver Ring,http://www.myntra.com/Ring/Lucera/Lucera-Silver-Ring/59468/buy,Rs. 5,275,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Silver-Ring_880eb66d9ac4a486481e01dcad264655_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Ring/Lucera/Lucera-Silver-Ring/59468/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Make this ring your sartorial signature on a monochrome look - fashion addicts will love its unique styling. A season pick-me-up, style this with tonal jewellery and keep wrist jewellery to a minimum to bring out the sparkle of this piece to maximum effect</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Slim silver band with two spherical embellishments with blue and white stones</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Crystals, silver<br/> Wipe with a cotton swab to remove dust</p></li></ul>,26:02:2014,None
None,Lucera Silver Bracelet,http://www.myntra.com/Bracelet/Lucera/Lucera-Silver-Bracelet/59552/buy,Rs. 6,500,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Silver-Bracelet_f7d7f3d29a8f572f515d0f3f02389a69_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Bracelet/Lucera/Lucera-Silver-Bracelet/59552/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Lucera, or 'luminous star'  in Spanish, is designed for fashionistas who like to shine! Lucera fashion jewellery offers contemporary designs to complement the various moods of the modern and fashion conscious woman of today.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver <a href="../bracelet">bracelet</a> with encrusted CZ diamonds, has a cut-out design in the centre<br/> Black twines on either sides<br/> Has a lobster closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Silver, CZ diamonds<br/> Wipe with soft cloth to maintain shine and keep away dust and dirt</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of bracelet: 14 cm</p></li></ul>,26:02:2014,None
None,Lucera Silver Earrings,http://www.myntra.com/Earrings/Lucera/Lucera-Silver-Earrings/59522/buy,Rs. 4,875,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Silver-Earrings_8301b7ccfebd2cc5e26b078dc8cb1672_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Lucera/Lucera-Silver-Earrings/59522/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Lucera, or 'luminous star'  in Spanish, is designed for fashionistas who like to shine! Lucera fashion jewellery offers contemporary designs to complement the various moods of the modern and fashion conscious woman of today. What makes these earrings a must buy is the fact that these earrings are easily paired and will match most of the outfits in your wardrobe in elegance and style.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver hoop earring with encrusted CZ diamonds<br/> Lever back closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Silver and CZ Diamonds<br/> Wipe with a cotton swab when needed</p></li></ul>,26:02:2014,None
None,Lucera Silver Earrings,http://www.myntra.com/Earrings/Lucera/Lucera-Silver-Earrings/59526/buy,Rs. 3,075,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Silver-Earrings_b4f3aea073782d578cacd9871f5134ac_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Earrings/Lucera/Lucera-Silver-Earrings/59526/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Lucera, or 'luminous star' in Spanish, is designed for fashionistas who like to shine! Lucera fashion jewellery offers contemporary designs to complement the various moods of the modern and fashion conscious woman of today. What makes these earrings a must buy is the fact that these earrings are easily paired and will match most of the outfits in your wardrobe in elegance and style.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver hoop earring with encrusted CZ diamonds<br/> Lever back closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Silver and CZ Diamonds<br/> Wipe with a cotton swab when needed</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Length of earring: 5 cm</p></li></ul>,26:02:2014,None
None,Lucera Silver Bangle,http://www.myntra.com/Bangle/Lucera/Lucera-Silver-Bangle/59559/buy,Rs. 5,350,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Silver-Bangle_678a355fc13d7d51733a10e13a03cc52_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Bangle/Lucera/Lucera-Silver-Bangle/59559/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Lucera, or 'luminous star'  in Spanish, is designed for fashionistas who like to shine! Lucera fashion jewellery offers contemporary designs to complement the various moods of the modern and fashion conscious woman of today.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver <a href="../bracelet">bracelet</a> with encrusted CZ diamonds on top<br/> Has an insert clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Silver, CZ diamonds<br/> Wipe with soft cloth to maintain shine and keep away dust and dirt</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Diameter of bracelet: 6 cm</p></li></ul>,26:02:2014,None
None,Lucera Women Silver Ring,http://www.myntra.com/Ring/Lucera/Lucera-Women-Silver-Ring/59463/buy,Rs. 6,500,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Women-Silver-Ring_4bac7a62324c00a0322f7368ad7048f7_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Ring/Lucera/Lucera-Women-Silver-Ring/59463/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Lucera gives you jewellery diverse enough to complement all of your different outfits and looks. Wear this funky ring with a dash of colour with your pretty Western outfits - you'll add tons of trend and style with this uniquely designed ring.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver <a href="../ring">ring</a><br/> Silver band with a white heart in the centre which has multi coloured crystal embellishments</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Silver and crystal<br/> Wipe with a cotton swab when needed</p></li></ul>,26:02:2014,None
None,Lucera Silver Bangle,http://www.myntra.com/Bangle/Lucera/Lucera-Silver-Bangle/59560/buy,Rs. 4,150,fashion-sale,Extra 32% Off on 30,Lucera,http://myntra.myntassets.com/images/style/properties/Lucera-Silver-Bangle_c256a43ecc8d6b5646c35e14ec567144_images_1080_1440_mini.jpg,None,None,fashion,http://www.myntra.com/Bangle/Lucera/Lucera-Silver-Bangle/59560/buy,Sold byVector Ecommerce Pvt Ltd,None,None,single size,None,<ul class="mk-pdpv1-product-helper mk-cf"><li class="desc-main-title">Product Description</li><li class="desc-sub-title">Style Note</li><li class="desc-sub-text " itemprop="description"><p>Lucera, or 'luminous star'  in Spanish, is designed for fashionistas who like to shine! Lucera fashion jewellery offers contemporary designs to complement the various moods of the modern and fashion conscious woman of today.</p></li><li class="desc-sub-title ">Product Details</li><li class="desc-sub-text"><p>Silver <a href="../bracelet">bracelet</a> with encrusted CZ diamonds on top<br/> Has an insert clasp closure</p></li><li class="desc-sub-title ">Material &amp; Care</li><li class="desc-sub-text "><p>Silver, CZ diamonds<br/> Wipe with soft cloth to maintain shine and keep away dust and dirt</p></li><li class="desc-sub-title">Size &amp; Fit</li><li class="desc-sub-text"><p>Diameter of bracelet: 5.5 cm</p></li></ul>,26:02:2014,None
